UID,LAST_NAME,FIRST_NAME,ALIASES,ALTERNATIVE_SPELLING
1591914,IQBAL,Zafar,"CHAUDHRY,Zafar Iqbal;CHAUDRY,Zafar Iqbal;Chaudhry,Zafar Iqbal;IQBAL SHAHBAZ,MALIK ZAFAR;IQBAL SHEHBAZ,MALIK ZAFAR;IQBAL Zafar;IQBAL,MALIK ZAFAR;IQBAL,Malik Zafar;IQBAL,Muhammad Zafar;IQBAL,ZAFAR;IQBAL,ZAFFER;IQBAL,Zafar;IQBAL,Zaffer;Iqbal,Malik Zafar;Iqbal,Muhammad Zafar;Iqbal,Zafar;Iqbal,Zaffer;MALIK ZAFAR IQBAL;MALIK ZAFAR IQBAL SHAHBAZ;MALIK ZAFAR IQBAL SHEHBAZ;MUHAMMAD ZAFAR IQBAL;Malik Zafar IQBAL;Malik Zafar Iqbal;Malik Zafar Iqbal SHAHBAZ;Malik Zafar Iqbal SHEBAZ;Malik Zafar Iqbal Shahbaz;Malik Zafar Iqbal Shehbaz;Muhammad Zafar IQBAL;Muhammad Zafar Iqbal;SHAHBAZ,Malik Zafar Iqbal;SHEHBAZ,Malik Zafar Iqbal;Shahbaz,Malik Zafar Iqbal;Shehbaz,Malik Zafar Iqbal;ZAFAR IQBAL;ZAFAR IQBAL CHAUDHRY;ZAFFER IQBAL;Zafar IQBAL;Zafar Iqbal;Zafar Iqbal CHAUDRY;Zafar Iqbal Chaudhry;Zafar Iqbal Chaudry;Zaffer IQBAL;Zaffer Iqbal",
1592239,"GAZPROM MEZHREGIONGAZ, OOO",,"GAZPROM MEZHREGIONGAZ;GAZPROM MEZHREGIONGAZ LLC;GAZPROM MEZHREGIONGAZ, OOO;Gazprom Mezhregiongaz;Gazprom Mezhregiongaz, OOO;LIMITED LIABILITY COMPANY GAZPROM MEZHREGIONGAZ;MEZHREGIONGAZ;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM MEZHREGIONGAZ';OBSHCHESTVO S OGRANICHENNOY OTVETSTVENNOSTYU GAZPROM MEZHREGIONGAZ;OOO GAZPROM MEZHREGIONGAZ;Obshchestvo S Ogranichennoi Otvetstvennostyu 'Gazprom Mezhregiongaz'",
1592402,"GAZPROM KOMPLEKTATSIYA, OOO",,"GAZKOMPLEKTIMPEX;GAZPROM KOMPLEKTATSIYA;GAZPROM KOMPLEKTATSIYA LLC;GAZPROM KOMPLEKTATSIYA, OOO;Gazprom Komplektatsiya;Gazprom Komplektatsiya, OOO;LIMITED LIABILITY COMPANY GAZPROM KOMPLEKTATSIYA;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM KOMPLEKTATSIYA';OOO GAZPROM KOMPLEKTATSIYA;Obshchestvo S Ogranichennoi Otvetstvennostyu 'Gazprom Komplektatsiya'",
1592460,"GAZPROM DOBYCHA NADYM, OOO",,"GAZPROM DOBYCHA NADYM;GAZPROM DOBYCHA NADYM LLC;GAZPROM DOBYCHA NADYM, OOO;Gazprom Dobycha Nadym;Gazprom Dobycha Nadym, OOO;LIMITED LIABILITY COMPANY GAZPROM DOBYCHA NADYM;NADYMGAZPROM;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM DOBYCHA NADYM';OOO GAZPROM DOBYCHA NADYM;Obshchestvo S Ogranichennoi Otvetstvennostyu 'Gazprom Dobycha Nadym'",
1592483,SVIAZ-BANK,,INTERREGIONAL BANK FOR SETTLEMENTS OF THE TELECOMMUNICATIONS AND POSTAL SERVICES;JOINT STOCK COMPANY INTERREGIONAL BANK FOR SETTLEMENTS OF THE TELECOMMUNICATIONS AND POSTAL SERVICES;JSC COMMERCIAL BANK SVIAZ-BANK;MEZHREGIONALNY KOMMERCHESKI BANK RAZVITIYA SVYAZI I INFORMATIKI;MEZHREGIONALNY KOMMERCHESKI BANK RAZVITIYA SVYAZI I INFORMATIKI (PUBLICHNOE AKTSIONERNOE OBSHCHESTVO);PAO AKB SVYAZ-BANK;PJSC AKB SVIAZ-BANK;PUBLIC JOINT COMPANY AKB SVIAZ-BANK;SVIAZ-BANK AKB PAO;SVYAZ-BANK,
1592853,ABBASIN,Abdul Aziz,"ABBASIN,ABDUL AZIZ;ABBASIN,Abdul Aziz;ABDUL AZIZ;ABDUL AZIZ ABBASIN;Abbasin,Abdul Aziz;Abdul Aziz ABBASIN;Abdul Aziz Abbasin;Abdul Aziz Abbasin (Abbasin);Abdul Aziz Mahsud;Abdul-Haq Wassiq;MAHSUD,ABDUL AZIZ;MAHSUD,Abdul Aziz;Mahsud,Abdul Aziz",
1592877,VARON CADENA,Greilyn Fernando,"BARON CADENA,Fernando;VARÓN CADENA,Greilin Fernando;VARÓN CADENA,Greylin Fernando",
1592878,VARON CADENA,Ingrid Edith,"VARON CADENA,Ingrid;VARÓN CADENA,Ingrid;VARÓN CADENA,Ingrid Edith",
1592879,VARON CADENA,Maribel,"VARÓN CADENA,Maribel",
1592881,REHMAN,Abdur,"ABD UR-REHMAN;ABDUL REHMAN;ABDULLAH SINDHI;ABDUR RAHMAN;ABDUR REHMAN;AL-SINDHI,Abdul Rehman;AL-SINDHI,Abdur Rahman;Abd Ur-REHMAN;Abd Ur-Rehman;Abdul REHMAN;Abdul Rehman;Abdul Rehman SINDHI;Abdul Rehman Sindhi;Abdul Rehman al-SINDHI;Abdul Rehman al-Sindhi;Abdul Rehman el Sandi;Abdullah SINDHI;Abdullah Sindhi;Abdur RAHMAN;Abdur Rahman;Abdur Rahman al-SiNDHI;Abdur Rahman al-Sindhi;Abdur Rehman;Abdur Rehman Muhammad Yamin;Abdur Rehman Sindhi;Abdurahman SINDHI;Abdurahman Sindhi;MUHAMMAD YAMIN,Abdur Rehman;RAHMAN,Abdur;REHMAN Abdur;REHMAN,ABDUR;REHMAN,Abdul;REHMAN,Abdur;Rahman,Abdur;Rehman,Abdul;Rehman,Abdur;SINDHI,Abdul Rehman;SINDHI,Abdullah;SINDHI,Abdur Rehman;SINDHI,Abdurahman;SINDHI,Abdurrahman;SINDI,Abdur Rehman;Sindhi Abdul Rehman al-Sindhi;Sindhi,Abdul Rehman;Sindhi,Abdullah;Sindhi,Abdur Rehman;Sindhi,Abdurahman;UR-REHMAN,Abd;UR_REHMAN,Abd;Ur-Rehman,Abd;YAMIN,Abdur Rehman Muhammad;Yamin,Abdur Rehman Muhammad;YaminAbdur Rehman Muhammad;al-Sindhi,Abdul Rehman;al-Sindhi,Abdur Rahman",
1592882,NOORZAI,Hajji Malik,"AMINULLAH,Haji;Allah Mohammad;Allah Muhammad;Aminullah,Haji;HAJI AMINULLAH;HAJI MALUK;Hadji Aminullah;Hadji Malak Noorzai;Hadji Malek Noorzai;Hadji Malik Noorzai;Hadji Maluk;Haji Aminullah;Haji Malek Noorzai;Haji Maluk;Hajji Malak Noorzai;Hajji Malik Noorzai;Hajji Malik Noorzai (Malik);MALIK NOORZAI;MALUK,Haji;MUHAMMAD,Allah;Malik NOORZAI;Malik Noorzai;Maluk,Haji;Muhammad,Allah;NOORZAI;NOORZAI HAJI MALEK;NOORZAI HAJJI MALAK;NOORZAI HAJJI MALIK;NOORZAI MALIK;NOORZAI,Haji Malak;NOORZAI,Haji Malek;NOORZAI,Hajji Malak;NOORZAI,Hajji Malik;NOORZAI,MALIK;NOORZAI,Malak;NOORZAI,Malek;NOORZAI,Malik;Noorzai,Haji Malek;Noorzai,Hajji Malak;Noorzai,Hajji Malik;Noorzai,Malak;Noorzai,Malek;Noorzai,Malik;had¸i Aminullah;had¸i Malak Noorzai;had¸i Malek Noorzai;had¸i Malik Noorzai;had¸i Maluk",
1592883,NOORZAI,Hajji Faizullah Khan,"FAIZULLAH;FAIZULLAH KHAN NOORZAI;FAIZULLAH KHAN NOORZAI HAJJI;FAIZULLAH NOORZAI AKHTAR MOHAMMED MIRA KHAN;FAIZULLAH,Haji Mullah;FAIZULLAH,Mullah;FIAZULLAH;FIAZULLAH HAJI;FIAZULLAH,Haji;Faizullah;Faizullah Khan NOORZAI;Faizullah Khan Noorzai;Faizullah Khan,Haji;Faizullah Noorzai Akhtar Mohammed Mira Khan;Faizullah,Haji Mullah;Faizullah,Mullah;Fiazullah;Fiazullah Khan,Haji;Fiazullah,Haji;HAJI FIAZULLAH;HAJI MULLAH FAIZULLAH;Haji Faizullah;Haji Faizullah Khan;Haji Faizullah Khan Noori;Haji Faizullah Noor;Haji Faizullah Noori;Haji Faizuulah Khan Norezai;Haji Fiazullah;Haji Fiazullah Khan;Haji Mullah Faizullah;Haji Pazullah Noorzai;Haji mulá Faizullah;Hajji Faizullah Khan Noorzai;Hajji Faizullah Khan Noorzai (Faizullah);KHAN HAJI FAIZULLAH;KHAN NOORZAI HAJJI FAIZULLAH;KHAN NOREZAI HAJI FAIZUULAH;KHAN,FAIZULLAH NOORZAI AKHTAR MOHAMMED MIRA;KHAN,Faizullah;KHAN,Faizullah Noorzai Akhtar Mohammed Mira;KHAN,Fiazullah;KHAN,Haji Faizullah;Khan Faizullah,Noorzai Akhtar Mohammed Mira;Khan,Faizullah;Khan,Faizullah Noorzai Akhtar Mohammed Mira;Khan,Haji Faizullah;MIRA KHAN,FAIZULLAH NOORZAI AKHTAR MOHAMMED;MIRA KHAN,Faizullah Noorzai Akhtar Mohammed;Mira Khan,Faizullah Noorzai Akhtar Mohammed;NOOR HAJI FAIZULLAH;NOOR,Faizullah;NOOR,Haji Faizullah;NOORI HAJI FAIZULLAH;NOORI,Faizullah;NOORI,Faizullah Khan;NOORI,Haji Faizullah;NOORZAI AKHTAR MOHAMMED MIRA KHAN;NOORZAI HAJI PAZULLAH;NOORZAI,FAIZULLAH KHAN;NOORZAI,Faizullah Khan;NOORZAI,Haji Pazullah;NOORZAI,Hajji Faizullah Khan;NOORZAI,Pazullah;NOREZAI,Faizuulah Khan;NOREZAI,Haji Faizuulah Khan;Noor,Faizullah;Noor,Haji Faizullah;Noori,Faizullah;Noori,Haji Faizullah;Noori,Haji Faizullah Khan;Noorzai,Faizullah Khan;Noorzai,Haji Pazullah;Noorzai,Hajji Faizullah Khan;Noorzai,Pazullah;Norezai,Faizuulah Khan;Norezai,Haji Faizuulah Khan;haji Faizullah Khan",
1592887,RAHIM,Fazal,"FAZAL RAHIM;FAZEL RAHIM;FAZIL RAHIM;FAZIL RAHMAN;Fazal RAHIM;Fazal Rahim;Fazal Rahim (Rahim);Fazel RAHIM;Fazel Rahim;Fazil RAHIM;Fazil RAHMAN;Fazil Rahim;Fazil Rahman;RAHIM FAZEL;RAHIM FAZIL;RAHIM Fazal;RAHIM,FAZAL;RAHIM,Fazal;RAHIM,Fazel;RAHIM,Fazil;RAHMAN FAZIL;RAHMAN,Fazil;Rahim,Fazal;Rahim,Fazel;Rahim,Fazil;Rahman,Fazil",
1594048,KHAN,Mali,"KHAN,Haji Maali;KHAN,Haji Malik;KHAN,Hajji Mali;KHAN,Madi;KHAN,Mali",
1596060,"GAZPROM ENERGO, OOO",,"GAZPROM ENERGO;GAZPROM ENERGO, OOO;GAZPROMENERGO;Gazprom Energo;Gazprom Energo, OOO;LIMITED LIABILITY COMPANY GAZPROM ENERGO;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU 'GAZPROM ENERGO';OOO GAZPROM ENERGO;Obshchestvo S Ogranichennoi Otvetstvennostyu 'Gazprom Energo'",
1597004,RIVERO MARCANO,Sergio Jose,"MARCANO Sergio Jose Rivero;MARCANO,SERGIO JOSE RIVERO;RIVERO MARCANO Sergio José;RIVERO MARCANO,SERGIO JOSE;RIVERO MARCANO,Sergio;RIVERO MARCANO,Sergio Jose;RIVERO MARCANO,Sergio José;Rivero Marcano,Sergio José;Sergio José RIVERO MARCANO;Sergio José Rivero Marcano",
1597150,O UN CHONG NYON HO,,0 UN CHONG NYON;HU CHANG;Hu Chang;O Un Chong Nyon;O Un Chong Nyon Ho,
1597277,KALASHNIKOV,Alexander Petrovich,"Aleksandr Petrovich KALASHNIKOV;Aleksandr Petrovitj KALASJNIKOV;Alexander Kalashnikov;Alexander Petrovich KALASHNIKOV;Alexander Petrovitj KALASJNIKOV;Alexandr Petrovich KALASHNIKOV;KALASHNIKOV Alexander Petrovich;KALASHNIKOV,Aleksander;KALASHNIKOV,Aleksandr;KALASHNIKOV,Alexander Petrovich",
1601104,SHAKURI,Gholam,"Ali Gholam SHAKURI;Ali Gholam Shakuri;GHOLAM SAKOURI,Behnam;Gholam Shakuri;SHAKURI Ali Gholam;SHAKURI,ALI GHOLAM;SHAKURI,Ali Gholam;SHAKURI,Behnam Gholam;SHAKURI,Gholam;Shakuri Ali Gholam;Shakuri,Ali Gholam",
1601122,ABDOLLAHI,Hamed,"8 Hamed;ABDALLAHI,Hamed;ABDOLLAHI Hamed;ABDOLLAHI,HAMED;ABDOLLAHI,Hamed;ABDOLLAHIL,Hamed;ABDULLAHI Hamed;ABDULLAHI,Hamid;ABDULLAHI,Mustafa;Abdollahi Hamed;Abdollahi Mustafa;Abdollahi,Hamed;Abdullahi Mustafa;Hamed ABDOLLAHI;Hamed Abddollahi;Hamed Abdollahi;Mustafa Abdollahi;Mustafa Abdullahi;SABERI,Mustafa Abdollahi;Saberi;Saberi,Mustafa Abdollahi",
1601124,ARBABSIAR,Manssor,"ARBABSIAR MANSSOR;ARBABSIAR Manssor;ARBABSIAR,MANSSOR;ARBABSIAR,Mansour;ARBABSIAR,Mansour J;ARBABSIAR,Manssor;Arbabsiar Manssor;Arbabsiar,Mansour;Arbabsiar,Manssor;Mansour Arbabsiar;Manssor ARBABSIAR;Manssor Arbabsiar",
1606255,LIMITED LIABILITY COMPANY SBERBANK CAPITAL,,"LLC SBERBANK CAPITAL;Limited Liability Company Sberbank Capital;OBSHCHESTVO S OGRANICHENNOI OTVETSTVENNOSTYU SBERBANK KAPITAL;OOO SBERBANK KAPITAL;SBERBANK CAPITAL;SBERBANK CAPITAL LIMITED LIABILITY COMPANY;SBERBANK CAPITAL LLC;SBERBANK KAPITAL OOO;SBERBANK KAPITAL, OOO",
1607191,ESSA,Salim,"ESSA,Salim;ESSA,Salim Aziz;ESSA,Salim Azziz;SALIM ESSA;Salim Essa",
1608178,MUSHTAHA,Rawhi,"MUSHTAHA,Rawhi;MUSHTAHA,Rouhi Jamil Abd Al Ghani;MUSHTAHI,Ruhi Jamal Abd Al Nabi;MUSHTAHI,Ruhi Jamal Abd-Al-Nabi;MUSTEHA,Ruhi",
1608192,STAVYTSKY,Eduard Anatoliyovych,"Eduard Anatoliyovych STAVYTSKY;Eduard Anatoliyovych Stavytsky;Eduard Stavytskyj;Edvard Stavicki;Edward Stavytskyi;ROSENBERG,Eduard;ROSENBERG,Nathan;STAVITSKI,Eduard;STAVITSKIY,Eduard;STAVITSKIY,Eduard Anatoliyovych;STAVITSKY,Edward;STAVYTSKY,Eduard;STAVYTSKY,Eduard Anatoliyovych;STAVYTSKYI EDWARD;STAVYTSKYI Edward;STAVYTSKYI,EDWARD;STAVYTSKYI,Eduard;STAVYTSKYI,Edward;STAVYTSKYY,Eduard;STAVYTSKYY,Eduard Anatoliyovych;Stavytsky,Eduard Anatoliyovych;Stavytskyi,Edward",
1613310,AVENDANO OJEDA,Hector Manuel,Hector Manuel Avendano Ojeda,
1613313,AVENDANO OJEDA,Sergio,Sergio Avendano Ojeda,
1613314,AUTODROMO CULIACAN RACE PARK,,,
1613316,AUTOS MINI,,,
1615107,KALAN KISH SHIPPING CO,,FZ KISH IRAN;KALAN KISH;KALAN KISH SHIPPING;KALAN KISH SHIPPING CO;KALAN KISH SHIPPING CO (PJS);KALAN KISH SHIPPING COMPANY;KALAN KISH SHIPPING COMPANY LTD;KALAN KISH SHIPPING LINES;SHERKATE KESHTIRAANIYE KALAAN KISH,
1618532,MONTERROSA-LARIOS,Marvin Geovanny,"MONTERROSA LARIOS,Marvin Geovanny;MONTERROSA-LARIOS,Marvin Jeovanny;Marvin Geovanny Monterrosa Larios;Marvin Geovanny Monterrosa-Larios;Marvin Jeovanny Monterrosa-Larios",
1625100,AYOUB,Ali Abdullah,"ABDALLAH;AYOB,Ali Abdallah;AYOB,Ali Abdullah;AYOUB,Ali Abdallah;AYOUB,Ali Abdullah;AYUB,Ali Abdallah;AYUB,Ali Abdullah;AYYOUB,Ali;AYYOUB,Ali Abdallah;AYYOUB,Ali Abdullah;AYYUB ALI ABDULLAH;AYYUB Ali Abdullah;AYYUB,ALI ABDULLAH;AYYUB,Ali Abdallah;AYYUB,Ali Abdullah;Abdallah;Abdallah Ayob;Abdallah Ayoub;Abdallah Ayub;Abdallah Ayyoub;Ali Abdallah AYOB;Ali Abdallah AYOUB;Ali Abdallah AYUB;Ali Abdallah AYYOUB;Ali Abdallah AYYUB;Ali Abdallah Ayob;Ali Abdallah Ayoub;Ali Abdallah Ayub;Ali Abdallah Ayyoub;Ali Abdallah Ayyub;Ali Abdullah AYOB;Ali Abdullah AYOUB;Ali Abdullah AYUB;Ali Abdullah AYYOUB;Ali Abdullah AYYUB;Ali Abdullah Ayob;Ali Abdullah Ayoub;Ali Abdullah Ayub;Ali Abdullah Ayyoub;Ali Abdullah Ayyub;Ali Abdullah Ayyub altábornagy;Ayob;Ayob,Ali Abdullah;Ayoub;Ayoub,Ali Abdullah;Ayub;Ayub,Ali Abdullah;Ayyoub;Ayyoub,Ali Abdullah;Ayyub,Ali Abdullah;General Abdallah Ayob;General Abdallah Ayoub;General Abdallah Ayub;General Abdallah Ayyoub;General Abdallah Ayyub;General Abdullah Ayob;General Abdullah Ayoub;General Abdullah Ayub;General Abdullah Ayyoub;General Abdullah Ayyub;General Ali Abdallah Ayob;General Ali Abdallah Ayoub;General Ali Abdallah Ayub;General Ali Abdallah Ayyoub;General Ali Abdallah Ayyub;General Ali Abdullah Ayob;General Ali Abdullah Ayoub;General Ali Abdullah Ayub;General Ali Abdullah Ayyoub;General Ali Abdullah Ayyub;General-locotenent Ali Abdullah Ayyub;Generalleutnant Ali Abdullah Ayyub;Generallöjtnant Ali Abdullah Ayyub;Generalløjtnant Ali Abdullah Ayyub;Generalpolkovnik Ali Abdullah Ayyub;Generolas leitenantas Ali Abdullah Ayyub;Général de corps d'armée Ali Abdullah Ayyub;Kenraaliluutnantti Ali Abdullah Ayyub;Kindralleitnant Ali Abdullah Ayyub;Lt General Ali Abdullah AYYUB;Lt-generaal Ali Abdullah Ayyub;Lt. General Ali Abdallah Ayyub;Lt. General Ali Abdullah Ayyub;Lt. Kindral Ali Abdullah Ayyub;Lt.-Generaal Ali Abdullah Ayyub;Tenente generale Ali Abdullah Ayyub;Tenente-General Ali Abdullah Ayyub;Tenente-general Ali Abdullah Ayyub;Teniente General Ali Abdalá Ayyub;Teniente General Ali Abdullah Ayyub;generalpolkovnik Ali Abdullah Ayyub",
1625114,ASLAN,Aus,"ASLAN AOUS;ASLAN Aous;ASLAN Aous 'Ali';ASLAN,AOUS;ASLAN,AOUS 'ALI';ASLAN,Aous;ASLAN,Aous 'Ali';ASLAN,Aus;ASLAN,Aus 'Ali';ASLAN,Aws;ASLAN,Aws 'Ali';Aous 'Ali' ASLAN;Aous 'Ali' Aslan;Aous ASLAN;Aous ASLAN tábornok;Aous Alsan;Aous Aslan;Aous Aslan tábornok;Aslan Aous;Aslan,Aous;Aus 'Ali' ASLAN;Aus 'Ali' Aslan;Aus ASLAN;Aus Aslan;Aws 'Ali' ASLAN;Aws 'Ali' Aslan;Aws ASLAN;Aws ASLAN tábornok;Aws Alsan;Aws Aslan;General Aous ASLAN;General Aous Aslan;General Aus ASLAN;General Aws ASLAN;General Aws Aslan;Major General Aous 'Ali' ASLAN;Major General Aous 'Ali' Aslan;Major General Aus 'Ali' ASLAN;Major General Aus 'Ali' Aslan;Major General Aws 'Ali' ASLAN;Major General Aws 'Ali' Aslan",
1625129,MOULHEM,Kifah,"AL-MILHEM,Kifah;Kifah MILHEM;Kifah MOULHEM;Kifah MOULHIM;Kifah MULHEM;Kifah MULHIM;Kifah Milhem;Kifah Moulhem;Kifah Moulhim;Kifah Mulhem;Kifah Mulhim;MELHEM,Kifah;MILHEM,Kifah;MILHIM,Kifah;MOULHEM KIFAH;MOULHEM Kifah;MOULHEM,KIFAH;MOULHEM,Kifah;MOULHIM,Kifah;MULHEM,Kifah;MULHIM,Kifah;Major General Kifah MOULHEM;Major General Kifah Milhem;Major General Kifah Moulhem;Major General Kifah Moulhim;Major General Kifah Mulhem;Major General Kifah Mulhim;Milhem Kifah;Moulhim Kifah;Mulhem Kifah;Mulhim Kifah",
1625133,ARASH SHIPPING ENTERPRISES LIMITED,,ARASH SHIPPING ENTERPRISES COMPANY LIMITED,
1628245,NASSER,Fawaz Mahmud Ali,"FAWAZ MAHMUD ALI NASSER;Fawaz Mahmud Ali Nasser;Fawaz Muhmud Ali Nasser;NASIR,Fawwaz;NASSER,Fawaz Mahmud Ali",
1629765,SIMATIC DEVELOPMENT CO,,COMPANIA DE DEZVOLTARE SIMATEC;Compania de dezvoltare Simatec;SIMATEC DEVELOPMENT COMPANY;SIMATIC;SIMATIC DEVELOPMENT CO.;Simatec Development Company;Simatic;Simatic Development Co.,
1630681,OLADI,Ramezan,"OLADI,Ramezan;OWLADI,Ramezan",
1633116,GHAVAMIN BANK,,BANK GHAVAMIN;BANK QAVAMIN;BANK SEPAH;Bank Ghavamin;GHAVAMIN FINANCE & CREDIT INSTITUTE;GHAVAMIN FINANCIAL & CREDIT INS.;Ghavamin Bank;Ghavamin Finance & Credit Institution;Ghavamin Finance and Credit Institution;QAVAMIN BANK;QAVVAMIN BANK,
1634020,IRAN-VENEZUELA BI-NATIONAL BANK,,BANK MOSHTAREK-E IRAN VENEZUELA;BINATIONAL IRANIAN-VENEZUELAN DEVELOPMENT BANK;IRAN VENEZUELA BI-NATIONAL BANK;IRANIAN-VENEZUELAN BI-NATIONAL BANK;Iran-Venezuela Bi-national Bank;Iran-Venezuela Joint Bank;Iranian Venezuelan Bi-National Bank (IVBB);Iranian-Venezuelan Bi-national Bank;JOINT IRAN-VENEZUELA BANK;The Irani-Venezuelan Bank in Tehran (VTV),
1634239,TOSEE TAAVON BANK,,BANK-E TOSE'E TA'AVON;COOPERATIVE DEVELOPMENT BANK;Cooperative Development Bank;T.T BANK;TOSE'E TA'AVON BANK;TOSE`E TA`AVON BANK;TT BANK;Tose'e Ta'avon Bank;Tosee Taavon Bank,
1634674,SHEKA,Ntabo Ntaberi,"NTABERIZI,Ntabo;NTABO NTABERI SHEKA;Ntabo Ntaberi SHEKA;Ntabo Ntaberi Sheka;SHEKA NTABO NTABERI;SHEKA Ntabo Ntaberi;SHEKA,N;SHEKA,NTABO NTABERI;SHEKA,Ntabo Ntaberi;Sheka Ntabo Ntaberi;Sheka,Ntabo Ntaberi;TABERI,Tabo",
1636418,OJSC SOVFRACHT,,AKTSIONERNOYE OBSHCHESTVO SOVFRAKHT;AO SOVFRAKHT;JOINT STOCK COMPANY SOVFRAKHT;JSC SOVFRACHT;JSC SOVFRAKHT;JSC SVH-FREIGHT;OAO SOVFRACHT;OJSC Sovfracht;PAO SOVFRAKHT;PJSC 'SOVFRACHT';PJSC 'Sovfracht';PJSC SOVFRAKHT;PUBLIC JOINT STOCK COMPANY SOVFRAKHT;PUBLICHNOE AKTSIONERNOE OBSHCHESTVO SOVFRAKHT;SOVFRACHT;SOVFRACHT JSC;SOVFRAKHT;Sovfracht JSC;Sovfrakht,
1637608,ISIM TAJ MAHAL LIMITED,,ISIM TAJ MAHAL LTD,
1637826,MAKHLUF,Talal Shafiq,"Brigaadikindral Talal Makhluf;Brigaadiülem Talal Makhluf;Brigadechef Talal Makhluf;Brigadegeneraal Talal Makhluf;Brigadegeneral Talal Makhlouf;Brigadegeneral Talal Makhluf;Brigadeiro Talal Makhluf;BrigadeiroTalal Makhluf;Brigadgeneral Talal Makhluf;Brigadier Talal MAKHLUF;Brigadier Talal Makhlouf;Brigadier Talal Makhluf;Brigadiere Talal Makhluf;Brigadieris Talal Makhluf;Brigadir Talal Makhluf;Brigados vadas Talal Makhluf;Brigádny generál Talal Makhluf;Brigádní velitel Talal Makhluf;Brygadier Talal Makhluf;General de Brigada Talal Makhluf;Generale di brigata Talal Makhluf;Generalmajor Talal Makhluf;MAKHLOUF,Talal;MAKHLUF;MAKHLUF Talal;MAKHLUF,TALAL;MAKHLUF,Talal;MAKHLUF,Talal Shafiq;Major General Talal MAKHLUF;Major General Talal Makhlouf;Major General Talal Makhluf;Makhlouf Talal;Makhlouf,Talal;Makhluf,Talal;Prikaatinkenraali Talal Makhluf;Talal MAKHLOUF;Talal MAKHLUF;Talal Makhlouf;Talal Makhluf;Talal Makhluf dandártábornok;Talal Shafiq MAKHLUF",
1637850,IRISL MARITIME TRAINING INSTITUTE,,IRISL MTI,
1637875,KHAYBAR COMPANY,,KHAIBAR CO.;KHAYBAR COMPANY;KHAYBARCO;KHEIBAR CO.;KHEYBAR COMPANY;SHERKAT SAHAMI KHASS KHAYBAR,
1638026,TOWLID ABZAR BORESHI IRAN,,"IRAN CUTTING TOOLS COMPANY;Iran Centrifuge Technology Co.;Iran Centrifuge Technology Company;Iran Cutting Tools Co.;Iran Cutting Tools Company;Iran Cutting Tools Manufacturing company;Iran Cutting Tools Manufacturing company - Taba Towlid Abzar Boreshi Iran;Iran's Centrifuge Technology Company;Sherkate Technology Centrifuge Iran;Sherkate Technology Centrifuge Iran, TESA, TSA;TABA;TABA ('Iran Cutting Tools Manufacturing company'- 'Taba Towlid Abzar Boreshi Iran);TABA (IRAN CUTTING TOOLS MANUFACTURING COMPANY);TABA (Iran Cutting Tools Manufacturing Company, Taba Towlid Abzar Boreshi Iran) / TABA;TABA (Iran Cutting Tools Manufacturing company - Taba Towlid Abzar Boreshi Iran);TABA (Sociedad de Fabricación de Herramientas de Corte de Irán - Taba Towlid Abzar Boreshi Iran);TABA COMPANY;TABA Co.;TABA Company;TESA;TSA;Taba Towlid Abzar Boreshi Iran;Towlid Abzar Boreshi Iran;Towlid Abzar Boreshi Iran (TABA)",
1638050,EYVAZ TECHNIC MANUFACTURING COMPANY,,EYVAC TECHNIC;EYVAS TECHNIC;EYVAZ;EYVAZ TECHNIC;EYVAZ TECHNIC COMPANY;EYVAZ TECHNIC INDUSTRIAL COMPANY LTD.;Eyvas Technic;Eyvaz Technic;Eyvaz Technic Industrial Co. Ltd.;Eyvaz Technic Industrial Company Ltd;Eyvaz Technic Industrial Company Ltd.;Eyvaz Technic Manufacturing Company;Eyvaz Technik;GOSTAR VACUUM DEVICE TECHNOLOGY DEVELOPMENT COMPANY;Gostar Vacuum Device Technology Development Company;TOSEE FANAVARI TAJHIZAT KHALA;Tosee Fanavari Tajhizat Khala,
1638090,REZVANIANZADEH,Mohammed Reza,"REZVANIANZADE,Mohammad Reza;REZVANIANZADEH,Mohammad Reza;REZVANIANZADEH,Mohammed Reza;REZVANYANZADEH,Mohammadreza",
1638105,IRAN POOYA,,IRAN POUYA;IRAN PUYA;Iran Pooya;Iran Pouya;Iran Puya,
1638137,ARIA NIKAN MARINE INDUSTRY,,ARIA NIKAN;Aria Nikan;Aria Nikan Marine Industry;Aria Nikan Tehran;PERGAS ARIA MOVALLED;PERGAS ARIA MOVALLED LTD.;Pergas Aria Movalled;Pergas Aria Movalled Ltd;Pergas Aria Movalled Ltd.,
1638140,BEHINEH TRADING,,BEHINEH TRADING CO;BEHINEH TRADING CO.;Behineh Trading;Behineh Trading Co;Behineh Trading Co.,
